actorid,name,sex,fname,lname
1659547,"Vitali, John E.",M,John,Vitali
1659551,"Vitali, Leon (I)",M,Leon,Vitali
1659564,"Vitalia, Ron",M,Ron,Vitalia
1659602,"Vitanov, Jordan",M,Jordan,Vitanov
1659615,"Vitar, Mike",M,Mike,Vitar
1659652,"Vitellaro, Robert Francis",M,Robert,Vitellaro
1659677,"Viterelli, Joe",M,Joe,Viterelli
1659685,"Vitetzakis, Georges",M,Georges,Vitetzakis
1659686,"Viteychuk, Chris",M,Chris,Viteychuk
1659720,"Vitiello, Pasquale (I)",M,Pasquale,Vitiello
1659795,"Vitola, Philip",M,Philip,Vitola
1659797,"Vitold, Michel",M,Michel,Vitold
1659800,"Vitolo, F.X.",M,FX,Vitolo
1659851,"Vitrac, Jean-Louis",M,Jean Louis,Vitrac
1659857,"Vitrant, Lionel",M,Lionel,Vitrant
1659886,"Vitt, David",M,David,Vitt
1659902,"Vitte, Ray",M,Ray,Vitte
1659922,"Vitti, Gary",M,Gary,Vitti
1660105,"Vivarelli, Alessandro",M,Alessandro,Vivarelli
1660140,"Viveiros, Anthony",M,Anthony,Viveiros
1660151,"Vivek, Rajesh",M,Rajesh,Vivek
1660165,"Viverito Sr., Larry",M,Larry,Sr
1660170,"Viverito, Vince",M,Vince,Viverito
1660223,"Vivian, Bert",M,Bert,Vivian
1660226,"Vivian, Daniel",M,Daniel,Vivian
1660228,"Vivian, Dean",M,Dean,Vivian
1660259,"Viviani, Joe",M,Joe,Viviani
1660269,"Viviani, Vittorio",M,Vittorio,Viviani
1660286,"Vivier, Laurent",M,Laurent,Vivier
1660294,"Vivino, Floyd",M,Floyd,Vivino
1660313,"Vivona, Jerome",M,Jerome,Vivona
1660316,"Vivyan, John",M,John,Vivyan
1660317,"Vives, Gerard",M,Gerard,Vives
1660322,"Vivo, Jose",M,Jose,Vivo
1660347,"Vizales, Jorge",M,Jorge,Vizales
1660350,"Vizard, Peter",M,Peter,Vizard
1660505,"Vinas, Ricardo (II)",M,Ricardo,Vinas
1660508,"Vinas, Roberto",M,Roberto,Vinas
1660528,Vjay,M,Vjay,
1660539,"Vlach, Oldrich",M,Oldrich,Vlach
1660548,"Vlachos, George",M,George,Vlachos
1660688,"Vlahakis, Matthew",M,Matthew,Vlahakis
1660716,"Vlahos, Sam",M,Sam,Vlahos
1660736,"Vlahovic, Wyley",M,Wyley,Vlahovic
1660892,"Vleminckx, Christian",M,Christian,Vleminckx
1660995,"Vo, Tam",M,Tam,Vo
1661019,"Voboril, Steve",M,Steve,Voboril
1661033,"Vocale, Frank",M,Frank,Vocale
1661089,"Vodegel, Peter",M,Peter,Vodegel
1661135,"Vodak, Vaclav",M,Vaclav,Vodak
1661160,"Voelker, Charles",M,Charles,Voelker
1661214,"Vogan, Emmett",M,Emmett,Vogan
1661223,"Voge, Eric",M,Eric,Voge
1661226,"Vogeding, Frederick",M,Frederick,Vogeding
1661251,"Vogel, Carlo",M,Carlo,Vogel
1661334,"Vogel, Jurgen",M,Jurgen,Vogel
1661360,"Vogel, Matt (II)",M,Matt,Vogel
1661372,"Vogel, Mike (I)",M,Mike,Vogel
1661379,"Vogel, Nicolas (I)",M,Nicolas,Vogel
1661430,"Vogel, Tony",M,Tony,Vogel
1661434,"Vogel, Ulrich (I)",M,Ulrich,Vogel
1661461,"Vogeley, Wolf-Dirk",M,Wolf Dirk,Vogeley
1661517,"Voges, Mark",M,Mark,Voges
1661522,"Voges, Torsten",M,Torsten,Voges
1661573,"Vogler, Karl Michael",M,Karl,Vogler
1661582,"Vogler, Rudiger (I)",M,Rudiger,Vogler
1661587,"Voglin, Jack",M,Jack,Voglin
1661615,"Vogt, David (I)",M,David,Vogt
1661670,"Vogt, Peter (I)",M,Peter,Vogt
1661676,"Vogt, Raphael",M,Raphael,Vogt
1661698,"Vogt, Vic",M,Vic,Vogt
1661727,"Vohra, Rahul",M,Rahul,Vohra
1661733,"Vohs, Frank",M,Frank,Vohs
1661777,"Voight, Jon",M,Jon,Voight
1661795,"Voigt, Carsten",M,Carsten,Voigt
1661905,"Voisin, Michel",M,Michel,Voisin
1661945,"Vojic, Neno",M,Neno,Vojic
1661968,"Vojnov, Dragoljub",M,Dragoljub,Vojnov
1662052,"Vokoun, Pavel",M,Pavel,Vokoun
1662078,"Voland, Herb",M,Herb,Voland
1662080,"Voland, Mark",M,Mark,Voland
1662159,"Voldstad, John",M,John,Voldstad
1662168,"Volek, Vladimir",M,Vladimir,Volek
1662175,"Voletti, Michel",M,Michel,Voletti
1662294,"Volkie, Ralph",M,Ralph,Volkie
1662310,"Volkmann, Niels",M,Niels,Volkmann
1662361,"Volkov, Igor (I)",M,Igor,Volkov
1662426,"Vollans, Michael",M,Michael,Vollans
1662616,"Volok, Ilia",M,Ilia,Volok
1662635,"Volonte, Gian Maria",M,Gian,Volonte
1662640,"Voloshin, Julian",M,Julian,Voloshin
1662689,"Volpe, Lou (I)",M,Lou,Volpe
1662749,"Volponi, Paolo",M,Paolo,Volponi
1662788,Voltaire (II),M,Voltaire,
1662799,"Volter, Philippe",M,Philippe,Volter
1662803,"Voltierra, Joe",M,Joe,Voltierra
1662908,"von Alten, Ferdinand",M,Ferdinand,Alten
1662922,"von Arendt, Ekkehard",M,Ekkehard,Arendt
1662931,"von Arnim, Piero",M,Piero,Arnim
1662940,"von Au, Michael",M,Michael,Au
1662959,"von Bargen, Daniel",M,Daniel,Bargen
1662977,"von Beltz, Brad",M,Brad,Beltz
1662988,"von Berg, Peter",M,Peter,Berg
1663030,"von Blomberg, Werner",M,Werner,Blomberg
1663085,"von Brincken, Wilhelm",M,Wilhelm,Brincken
1663093,"von Bromssen, Tomas",M,Tomas,Bromssen
1663100,"von Burhofer, Hans",M,Hans,Burhofer
1663102,"von Burrell, Curtis",M,Curtis,Burrell
1663117,"von Bulow, Johann",M,Johann,Bulow
1663118,"von Bulow, Vicco",M,Vicco,Bulow
1663122,"Von Canon, Quint",M,Quint,Canon
1663136,"Von Claer, James",M,James,Claer
1663240,"von Detten, Erik",M,Erik,Detten
1663252,"von Dohlen, Lenny",M,Lenny,Dohlen
1663256,"von Dohnanyi, Justus",M,Justus,Dohnanyi
1663273,"von Dusan, Andrew",M,Andrew,Dusan
1663298,"von Eltz, Theodore",M,Theodore,Eltz
1663310,"Von Erich, Kerry",M,Kerry,Erich
1663360,"von Franckenstein, Clement",M,Clement,Franckenstein
1663361,"von Francois, Hardy",M,Hardy,Francois
1663386,"von Gadow, Mogens",M,Mogens,Gadow
1663415,"von Gober, Ron",M,Ron,Gober
1663427,"von Goth, Rolf",M,Rolf,Goth
1663457,"von Haartman, Carl",M,Carl,Haartman
1663568,"von Hoffman, Brant",M,Brant,Hoffman
1663589,"von Holstein, Mark",M,Mark,Holstein
1663591,"von Homburg, Wilhelm",M,Wilhelm,Homburg
1663596,"von Huene, Walter",M,Walter,Huene
1663619,"von Kaenel, Howard J.",M,Howard,von Kaenel
1663621,"Von Kallenbach, Gareth",M,Gareth,Kallenbach
1663652,"von Klaussen, Ronald",M,Ronald,Klaussen
1663687,"von Kotze, John",M,John,Kotze
1663698,"von Kuegelgen, Frank",M,Frank,Kuegelgen
1663722,"von Ledebur, Friedrich",M,Friedrich,Ledebur
1663724,"von Leer, Hunter",M,Hunter,Leer
1663785,"von Manen, Hans",M,Hans,Manen
1663833,"von Meter, Harry",M,Harry,Meter
1663847,"von Moers, Stefan",M,Stefan,Moers
1663855,"von Morhart, Hans",M,Hans,Morhart
1663873,"von Nagel, Reinhardt",M,Reinhardt,Nagel
1664009,"von Ribbentrop, Joachim",M,Joachim,Ribbentrop
1664010,"von Richthofen, Alexander",M,Alexander,Richthofen
1664024,"Von Roehm, David",M,David,Roehm
1664060,"von Rundstedt, Gerd",M,Gerd,Rundstedt
1664063,"von Ryzin, Henrik",M,Henrik,Ryzin
1664085,"von Schellendorf, Heinrich",M,Heinrich,Schellendorf
1664164,"von Seyffertitz, Gustav",M,Gustav,Seyffertitz
1664168,"von Siegel, Matt",M,Matt,Siegel
1664175,"von Sivers, Alexandre",M,Alexandre,Sivers
1664177,"von Sneidern, Chris",M,Chris,Sneidern
1664179,"von Sohlern, Gilbert",M,Gilbert,Sohlern
1664181,"Von Sommer, Alec",M,Alec,Sommer
1664224,"von Stetten, Heio",M,Heio,Stetten
1664232,"von Stralen, Anton",M,Anton,Stralen
1664240,"von Stroheim, Erich",M,Erich,Stroheim
1664265,"von Sydow, Max (I)",M,Max,von Sydow
1664279,"von Teuffen, Hantz",M,Hantz,Teuffen
1664287,"von Thun, Friedrich",M,Friedrich,Thun
1664315,"von Trier, Lars",M,Lars,Trier
1664327,"von Twardowski, Hans Heinrich",M,Hans,von Twardowski
1664374,"von Wangenheim, Gustav",M,Gustav,Wangenheim
1664378,"von Watts, Hamilton",M,Hamilton,Watts
1664409,"von Winterstein, Eduard",M,Eduard,Winterstein
1664454,"von Zerneck, Peter",M,Peter,Zerneck
1664545,"Vondracek, Frantisek",M,Frantisek,Vondracek
1664546,"Vondracek, Gustav",M,Gustav,Vondracek
1664557,"Vondruska, Pavel",M,Pavel,Vondruska
1664627,"Vonnegut Jr., Kurt",M,Kurt,
1664643,"Vontreras, Derek",M,Derek,Vontreras
1664689,"Vooren, Gerrit (I)",M,Gerrit,Vooren
1664710,"Voorhees, Jeffrey",M,Jeffrey,Voorhees
1664716,"Voorhees, Lance Hunter",M,Lance,Voorhees
1664734,"Voorhis, Jerry",M,Jerry,Voorhis
1664737,"Voormann, Klaus",M,Klaus,Voormann
1664979,"Voroshilov, Kliment",M,Kliment,Voroshilov
1665022,"Vorstman, Frans",M,Frans,Vorstman
1665023,Vortex,M,Vortex,
1665078,"Vos, Koos",M,Koos,Vos
1665109,"Vosburgh, Dick",M,Dick,Vosburgh
1665159,"Voskovec, George",M,George,Voskovec
1665169,"Vosloo, Arnold",M,Arnold,Vosloo
1665188,"Vosper, Frank",M,Frank,Vosper
1665189,"Vosper, John",M,John,Vosper
1665205,"Voss, Brian",M,Brian,Voss
1665206,"Voss, Carl (I)",M,Carl,Voss
1665255,"Voss, Kurt",M,Kurt,Voss
1665276,"Voss, Philip (I)",M,Philip,Voss
1665322,"Vossler, Russell",M,Russell,Vossler
1665393,"Voth, Thomas R.",M,Thomas,Voth
1665395,"Voth, Tomas (II)",M,Tomas,Voth
1665445,"Vought, Tom",M,Tom,Vought
1665446,"Vought, Will",M,Will,Vought
1665563,"Voutsinas, Andreas",M,Andreas,Voutsinas
1665641,"Vox, Donny",M,Donny,Vox
1665660,"Voyagis, Yorgo",M,Yorgo,Voyagis
1665767,"Voita, Michel",M,Michel,Voita
1665824,"Vrana, Vlasta",M,Vlasta,Vrana
1665850,"Vraney, Mike",M,Mike,Vraney
1665859,"Vranicar, Franklin",M,Franklin,Vranicar
1665948,"Vreeken, Ron",M,Ron,Vreeken
1666035,"Vries, Nico de",M,Nico,Vries
1666102,"Vroom, Frederick",M,Frederick,Vroom
1666104,"Vroom, Henry",M,Henry,Vroom
1666121,"Vrooman, Spencer",M,Spencer,Vrooman
1666243,"Vu, Toby",M,Toby,Vu
1666257,"Vu-An, Eric",M,Eric,Vu An
1666390,"Vuillermoz, Michel",M,Michel,Vuillermoz
1666395,"Vuilleumier, Pierre",M,Pierre,Vuilleumier
1666503,"Vukelic, Nick",M,Nick,Vukelic
1666523,"Vukmirica, Zeljko",M,Zeljko,Vukmirica
1666580,"Vukovic, Ned",M,Ned,Vukovic
1666670,"Vullo, Lenny",M,Lenny,Vullo
1666679,"Vulpe, Cornel",M,Cornel,Vulpe
1666682,"Vulpiani, Mario",M,Mario,Vulpiani
1666714,"Vundla, Ka",M,Ka,Vundla
1666729,"Vuolo, Tito",M,Tito,Vuolo
1666844,"Vurpillot, Christian",M,Christian,Vurpillot
1666868,"Vuu, Richard",M,Richard,Vuu
1666923,"Vyas, Shri Vallabh",M,Shri,Vyas
1666959,"Vydra, Vaclav (III)",M,Vaclav,Vydra
1666965,"Vye, Murvyn",M,Murvyn,Vye
1666979,"Vylet, Miroslav",M,Miroslav,Vylet
1667011,"Vyskocil, Milan",M,Milan,Vyskocil
1667059,"Vyvian, Jack",M,Jack,Vyvian
1667089,"Vaghelyi, Gabor",M,Gabor,Vaghelyi
1667090,"Vaghelyi, Adam",M,Adam,Vaghelyi
1667096,"Vagner, Milan",M,Milan,Vagner
1667105,"Valdez, Francisco",M,Francisco,Valdez
1667190,"Vasquez Morales, Manuel de Jesus",M,Manuel,Vasquez Morales
1667213,"Vasquez, Jose (I)",M,Jose,Vasquez
1667232,"Vavra, Bohumil",M,Bohumil,Vavra
1667407,"Vazquez, Miguel (VI)",M,Miguel,Vazquez
1667480,"Vazquez, Angel (I)",M,Angel,Vazquez
1667637,"Vaananen, Kari",M,Kari,Vaananen
1667681,"Vega, Claude",M,Claude,Vega
1667707,"Velez, Felipe",M,Felipe,Velez
1667740,"Velez, Fernando",M,Fernando,Velez
1667748,"Verite, Daniel",M,Daniel,Verite
1667765,"Veszi, Janos (I)",M,Janos,Veszi
1667960,"Waa, Royal",M,Royal,Waa
1667968,"Waag, Tony",M,Tony,Waag
1667976,"Waagenaar, Sam",M,Sam,Waagenaar
1668007,"Waara, Scott (I)",M,Scott,Waara
1668076,"Wachholz, Alexander",M,Alexander,Wachholz
1668082,"Wachira, Waigwa",M,Waigwa,Wachira
1668142,"Wachtel, Waddy",M,Waddy,Wachtel
1668176,"Wackeen, Bud",M,Bud,Wackeen
1668190,"Wacker, Matthias",M,Matthias,Wacker
1668212,"Wackernagel, Christof",M,Christof,Wackernagel
1668227,"Wacks, Peter",M,Peter,Wacks
1668261,"Wada, Jey",M,Jey,Wada
1668319,"Waddel, Ben",M,Ben,Waddel
1668321,"Waddell, Avery",M,Avery,Waddell
1668339,"Waddell, Gary (III)",M,Gary,Waddell
1668340,"Waddell, Gordon",M,Gordon,Waddell
1668372,"Waddell, Tom (I)",M,Tom,Waddell
1668408,"Waddington, Patrick",M,Patrick,Waddington
1668409,"Waddington, Peter",M,Peter,Waddington
1668413,"Waddington, Steven",M,Steven,Waddington
1668442,"Waddy, Curtis",M,Curtis,Waddy
1668464,"Wade, Adam (I)",M,Adam,Wade
1668473,"Wade, Alan (I)",M,Alan,Wade
1668559,"Wade, D.J.",M,DJ,Wade
1668609,"Wade, Geoffrey",M,Geoffrey,Wade
1668618,"Wade, Henry M.",M,Henry,Wade
1668658,"Wade, John (VIII)",M,John,Wade
1668668,"Wade, Jonathan Cabot",M,Jonathan,Wade
1668672,"Wade, Joshua",M,Joshua,Wade
1668705,"Wade, Martin",M,Martin,Wade
1668714,"Wade, Michael (I)",M,Michael,Wade
1668777,"Wade, Russell (I)",M,Russell,Wade
1668799,"Wade, Steven (I)",M,Steven,Wade
1668801,"Wade, Stuart (I)",M,Stuart,Wade
1668882,"Wadham, Julian",M,Julian,Wadham
1668945,"Wadkins, Rick",M,Rick,Wadkins
1668966,"Wadley, Robin",M,Robin,Wadley
1668979,"Wadman, Glenn",M,Glenn,Wadman
1669014,"Wadsworth, Henry",M,Henry,Wadsworth
1669027,"Wadsworth, Oliver",M,Oliver,Wadsworth
1669112,"Wafford, Rowland",M,Rowland,Wafford
1669195,"Wagenheim, Charles",M,Charles,Wagenheim
1669223,"Wager, Henrik",M,Henrik,Wager
1669233,"Wagerman, Heath",M,Heath,Wagerman
1669299,"Waggoner, Nicholas",M,Nicholas,Waggoner
1669399,"Wagner, Andreas (II)",M,Andreas,Wagner
1669423,"Wagner, Barry",M,Barry,Wagner
1669432,"Wagner, Bill (I)",M,Bill,Wagner
1669436,"Wagner, Bo",M,Bo,Wagner
1669448,"Wagner, Brett (I)",M,Brett,Wagner
1669454,"Wagner, Brian (I)",M,Brian,Wagner
1669457,"Wagner, Bruce",M,Bruce,Wagner
1669458,"Wagner, Bruce Kenneth",M,Bruce,Wagner
1669514,"Wagner, Danny (I)",M,Danny,Wagner
1669516,"Wagner, Dave (I)",M,Dave,Wagner
1669559,"Wagner, Emmett",M,Emmett,Wagner
1669569,"Wagner, Fernando",M,Fernando,Wagner
1669573,"Wagner, Frank (I)",M,Frank,Wagner
1669663,"Wagner, Jefferson",M,Jefferson,Wagner
1669709,"Wagner, Kid",M,Kid,Wagner
1669730,"Wagner, Len",M,Len,Wagner
1669737,"Wagner, Lou",M,Lou,Wagner
1669781,"Wagner, Max (I)",M,Max,Wagner
1669826,"Wagner, Paul (VI)",M,Paul,Wagner
1669869,"Wagner, Richard (V)",M,Richard,Wagner
1669879,"Wagner, Robert (I)",M,Robert,Wagner
1669898,"Wagner, Ron (I)",M,Ron,Wagner
1669954,"Wagner, Thomas (I)",M,Thomas,Wagner
1669971,"Wagner, Tom (I)",M,Tom,Wagner
1669997,"Wagner, William (I)",M,William,Wagner
1670061,"Wagrowski, Gregory",M,Gregory,Wagrowski
1670085,"Wagstaff, Stuart",M,Stuart,Wagstaff
1670105,"Wah, Chu",M,Chu,Wah
1670133,"Wahab, Asmi",M,Asmi,Wahab
1670167,"Wahhab, Ali A.",M,Ali,Wahhab
1670195,"Wahl, Bob",M,Bob,Wahl
1670199,"Wahl, Chuck",M,Chuck,Wahl
1670220,"Wahl, Ken",M,Ken,Wahl
1670246,"Wahl, Tom (I)",M,Tom,Wahl
1670259,"Wahlberg, Donnie",M,Donnie,Wahlberg
1670269,"Wahlberg, Mark (I)",M,Mark,Wahlberg
1670318,"Wahlheim, Charles",M,Charles,Wahlheim
1670414,"Wahrman, Edward",M,Edward,Wahrman
1670435,"Wai, Au Kwok",M,Au,Wai
1670457,"Wai, Kwak",M,Kwak,Wai
1670478,"Wai, Sing Chau",M,Sing,Wai
1670481,"Wai, Sze Tsuen",M,Sze,Wai
1670498,"Wai-Lun, Tuan",M,Tuan,Wai Lun
1670517,"Waid, Jeffrey",M,Jeffrey,Waid
1670533,"Waidzulis, Vince",M,Vince,Waidzulis
1670538,"Waiglein, Harald",M,Harald,Waiglein
1670560,"Wain, David",M,David,Wain
1670569,"Wain, Lance",M,Lance,Wain
1670641,"Wainwright III, Loudon",M,Loudon,III
1670726,"Waissman, Brad",M,Brad,Waissman
1670763,"Waite, David C.",M,David,Waite
1670793,"Waite, Liam",M,Liam,Waite
1670796,"Waite, Malcolm",M,Malcolm,Waite
1670800,"Waite, Michael (I)",M,Michael,Waite
1670802,"Waite, Mitchell",M,Mitchell,Waite
1670808,"Waite, Ralph",M,Ralph,Waite
1670821,"Waite, Todd (II)",M,Todd,Waite
1670849,"Waites, Thomas G.",M,Thomas,Waites
1670882,"Waits, Tom",M,Tom,Waits
1670899,"Waizmann, Max",M,Max,Waizmann
1670900,"Wajacs, Michael",M,Michael,Wajacs
1670919,"Wajima, Koichi",M,Koichi,Wajima
1670937,"Wajskol, Adriano",M,Adriano,Wajskol
1671077,"Wakefield, Dan",M,Dan,Wakefield
1671090,"Wakefield, Hugh",M,Hugh,Wakefield
1671102,"Wakefield, John (II)",M,John,Wakefield
1671128,"Wakefield, Rhys",M,Rhys,Wakefield
1671203,"Wakeman, Jay",M,Jay,Wakeman
1671275,"Waksman, Josi K.",M,Josi,Waksman
1671298,"Walace, Trevor",M,Trevor,Walace
1671312,"Walas, Mark",M,Mark,Walas
1671339,"Walberg, Garry",M,Garry,Walberg
1671362,"Walburn, Fred",M,Fred,Walburn
1671364,"Walburn, Raymond",M,Raymond,Walburn
1671408,"Walcoff, Danny",M,Danny,Walcoff
1671412,"Walcott III, Noel L.",M,Noel,Walcott III
1671424,"Walcott, Gregory",M,Gregory,Walcott
1671429,"Walcott, Jersey Joe",M,Jersey,Walcott
1671442,"Walcutt, John",M,John,Walcutt
1671464,"Walczewski, Marek",M,Marek,Walczewski
1671467,"Walczuk, Jason",M,Jason,Walczuk
1671546,"Waldeman, Billy",M,Billy,Waldeman
1671565,"Walden, Arthur T.",M,Arthur,Walden
1671579,"Walden, David (I)",M,David,Walden
1671621,"Walden, Kyle Steven",M,Kyle,Walden
1671646,"Walden, Robert (I)",M,Robert,Walden
1671663,"Walden, William",M,William,Walden
1671677,"Walder, Ernst",M,Ernst,Walder
1671708,"Waldheim, Kurt",M,Kurt,Waldheim
1671724,"Waldie, Jerome",M,Jerome,Waldie
1671739,"Waldis, Otto",M,Otto,Waldis
1671760,"Waldman, Harvey",M,Harvey,Waldman
1671772,"Waldman, Luca",M,Luca,Waldman
1671777,"Waldman, Michael",M,Michael,Waldman
1671821,"Waldo, Doug",M,Doug,Waldo
1671826,"Waldo, Kip",M,Kip,Waldo
1671835,"Waldoch, Ryan",M,Ryan,Waldoch
1671915,"Waldron, Charles",M,Charles,Waldron
1671929,"Waldron, John (I)",M,John,Waldron
1671944,"Waldron, Michael (I)",M,Michael,Waldron
1672020,"Waldvogel, Brian",M,Brian,Waldvogel
1672057,"Walen, David",M,David,Walen
1672075,"Walenty, Dan",M,Dan,Walenty
1672104,"Wales, Judee",M,Judee,Wales
1672105,"Wales, Ken",M,Ken,Wales
1672115,"Wales, Tommy",M,Tommy,Wales
1672190,"Walia, Sandeep",M,Sandeep,Walia
1672251,"Walken, Christopher",M,Christopher,Walken
1672252,"Walken, Glenn",M,Glenn,Walken
1672266,"Walker II, Linwood P.",M,Linwood,Walker II
1672271,"Walker III, Paul",M,Paul,III
1672285,"Walker Jr., Joseph",M,Joseph,
1672287,"Walker Jr., Robert",M,Robert,
1672365,"Walker, Andrew Kevin",M,Andrew,Walker
1672367,"Walker, Andre B.",M,Andre,Walker
1672368,"Walker, Andy (II)",M,Andy,Walker
1672384,"Walker, Art (I)",M,Art,Walker
1672393,"Walker, Basil",M,Basil,Walker
1672409,"Walker, Bill (I)",M,Bill,Walker
1672466,"Walker, Brian (V)",M,Brian,Walker
1672480,"Walker, Bruce (I)",M,Bruce,Walker
1672510,"Walker, Charles (I)",M,Charles,Walker
1672511,"Walker, Charles (II)",M,Charles,Walker
1672514,"Walker, Charles (V)",M,Charles,Walker
1672530,"Walker, Che (I)",M,Che,Walker
1672589,"Walker, Clint (I)",M,Clint,Walker
1672593,"Walker, Clinton (I)",M,Clinton,Walker
1672611,"Walker, Corban",M,Corban,Walker
1672630,"Walker, D.L.",M,DL,Walker
1672676,"Walker, David (III)",M,David,Walker
1672693,"Walker, David (XX)",M,David,Walker
1672729,"Walker, Devin (III)",M,Devin,Walker
1672755,"Walker, Douglas (II)",M,Douglas,Walker
1672763,"Walker, Drake",M,Drake,Walker
1672776,"Walker, Eamonn",M,Eamonn,Walker
1672834,"Walker, Fred (VII)",M,Fred,Walker
1672881,"Walker, Graham 'Grace'",M,Graham,Walker
1672892,"Walker, Greg (I)",M,Greg,Walker
1672905,"Walker, Harold (I)",M,Harold,Walker
1672911,"Walker, Harry (III)",M,Harry,Walker
1672955,"Walker, Jack David",M,Jack,Walker
1672960,"Walker, Jake (I)",M,Jake,Walker
1672964,"Walker, James (II)",M,James,Walker
1672967,"Walker, James (VI)",M,James,Walker
1673027,"Walker, Jeff (VII)",M,Jeff,Walker
1673031,"Walker, Jeffrey (I)",M,Jeffrey,Walker
1673050,"Walker, Jiggs",M,Jiggs,Walker
1673063,"Walker, Jimmie (I)",M,Jimmie,Walker
1673127,"Walker, John Haynes",M,John,Walker
1673129,"Walker, John Patrick",M,John,Walker
1673142,"Walker, Johnny (V)",M,Johnny,Walker
1673143,"Walker, Johnny (VII)",M,Johnny,Walker
1673164,"Walker, Jonathan (I)",M,Jonathan,Walker
1673165,"Walker, Jonathan (II)",M,Jonathan,Walker
1673196,"Walker, Justin (I)",M,Justin,Walker
1673214,"Walker, Keith (I)",M,Keith,Walker
1673226,"Walker, Kelsey B.",M,Kelsey,Walker
1673236,"Walker, Kenneth (VI)",M,Kenneth,Walker
1673248,"Walker, Kevin (IV)",M,Kevin,Walker
1673250,"Walker, Kevin (XI)",M,Kevin,Walker
1673284,"Walker, Larrington",M,Larrington,Walker
1673308,"Walker, Leonard",M,Leonard,Walker
1673320,"Walker, Lou",M,Lou,Walker
1673372,"Walker, Matt (III)",M,Matt,Walker
1673383,"Walker, Matthew (I)",M,Matthew,Walker
1673384,"Walker, Matthew (III)",M,Matthew,Walker
1673434,"Walker, Michael Dean",M,Michael,Walker
1673439,"Walker, Michael James",M,Michael,Walker
1673440,"Walker, Michael Kevin",M,Michael,Walker
1673494,"Walker, Nicholas (I)",M,Nicholas,Walker
1673526,"Walker, P.J. (I)",M,PJ,Walker
1673541,"Walker, Paul (I)",M,Paul,Walker
1673562,"Walker, Peter (I)",M,Peter,Walker
1673596,"Walker, Randy (I)",M,Randy,Walker
1673597,"Walker, Randy (II)",M,Randy,Walker
1673605,"Walker, Ray (I)",M,Ray,Walker
1673606,"Walker, Ray (II)",M,Ray,Walker
1673607,"Walker, Ray (III)",M,Ray,Walker
1673621,"Walker, Richard (V)",M,Richard,Walker
1673634,"Walker, Richie",M,Richie,Walker
1673644,"Walker, Rob (I)",M,Rob,Walker
1673652,"Walker, Robert (I)",M,Robert,Walker
1673653,"Walker, Robert (II)",M,Robert,Walker
1673656,"Walker, Robert (IX)",M,Robert,Walker
1673657,"Walker, Robert (V)",M,Robert,Walker
1673679,"Walker, Rock A.",M,Rock,Walker
1673682,"Walker, Rodney Lee",M,Rodney,Walker
1673683,"Walker, Roger (I)",M,Roger,Walker
1673705,"Walker, Rudolph (I)",M,Rudolph,Walker
1673729,"Walker, Scott (I)",M,Scott,Walker
1673732,"Walker, Scott (IX)",M,Scott,Walker
1673759,"Walker, Seth Jerome",M,Seth,Walker
1673760,"Walker, Seth T.",M,Seth,Walker
1673800,"Walker, Stephen (II)",M,Stephen,Walker
1673809,"Walker, Stephen Eugene",M,Stephen,Walker
1673812,"Walker, Steve 'Biscuit'",M,Steve,Walker
1673835,"Walker, Sullivan",M,Sullivan,Walker
1673839,"Walker, Sydney (I)",M,Sydney,Walker
1673874,"Walker, Timothy (I)",M,Timothy,Walker
1673885,"Walker, Tom (IX)",M,Tom,Walker
1673895,"Walker, Tommy (I)",M,Tommy,Walker
1673915,"Walker, Trent (I)",M,Trent,Walker
1673950,"Walker, Wade (I)",M,Wade,Walker
1673951,"Walker, Wally (I)",M,Wally,Walker
1673953,"Walker, Walter (I)",M,Walter,Walker
1673992,"Walker, Wyatt Tee",M,Wyatt,Walker
1674024,"Walkin, Jack",M,Jack,Walkin
1674037,"Walkington, Aric",M,Aric,Walkington
1674045,"Walkinshaw, Hugh",M,Hugh,Walkinshaw
1674063,"Walko, Jude S.",M,Jude,Walko
1674090,"Walkrop, Reverend Jesse",M,Reverend,Walkrop
1674206,"Wall, Jake Wade",M,Jake,Wall
1674214,"Wall, Jared",M,Jared,Wall
1674215,"Wall, Jason (II)",M,Jason,Wall
1674241,"Wall, Julian",M,Julian,Wall
1674247,"Wall, Kim (II)",M,Kim,Wall
1674302,"Wall, Robert (I)",M,Robert,Wall
1674306,"Wall, Ron",M,Ron,Wall
1674317,"Wall, Stephen (II)",M,Stephen,Wall
1674334,"Wall, Todd",M,Todd,Wall
1674381,"Wallace, Adam I.",M,Adam,Wallace
1674392,"Wallace, Alex Martinez",M,Alex,Wallace
1674398,"Wallace, Andrew (III)",M,Andrew,Wallace
1674404,"Wallace, Andy (I)",M,Andy,Wallace
1674422,"Wallace, Baird",M,Baird,Wallace
1674425,"Wallace, Basil",M,Basil,Wallace
1674429,"Wallace, Bertram",M,Bertram,Wallace
1674430,"Wallace, Bill (I)",M,Bill,Wallace
1674432,"Wallace, Bill (V)",M,Bill,Wallace
1674457,"Wallace, Brian (I)",M,Brian,Wallace
1674504,"Wallace, Clinton H.",M,Clinton,Wallace
1674507,"Wallace, Coley",M,Coley,Wallace
1674514,"Wallace, Cornell",M,Cornell,Wallace
1674531,"Wallace, Dan (I)",M,Dan,Wallace
1674568,"Wallace, Don (III)",M,Don,Wallace
