writerid,name,fname,lname
80522,"Dane, Clemence",Dane, Clemence
80605,"Dangerfield, Rodney",Dangerfield, Rodney
80806,"Daniels, Ray 'Cory'",Daniels, Ray  Cory 
80844,"Danielson, Shell",Danielson, Shell
80880,"Danischewsky, Monja",Danischewsky, Monja
80962,"Danon, Marcello",Danon, Marcello
81111,"Darabont, Frank",Darabont, Frank
81144,"Darby, Jonathan (I)",Darby, Jonathan
81166,"Dard, Frédéric",Dard, Frederic
81176,"Dardenne, Jean-Pierre",Dardenne, Jean-Pierre
81178,"Dardenne, Luc",Dardenne, Luc
81272,"Darling, Scott",Darling, Scott
81534,"Dash, Julie",Dash, Julie
81597,"Dassin, Jules",Dassin, Jules
81786,"Davenport, Dorothy",Davenport, Dorothy
81824,"Daves, Delmer",Daves, Delmer
81895,"David, Filip",David, Filip
81933,"David, Larry (I)",David, Larry
82059,"Davidson, Andrew (II)",Davidson, Andrew
82133,"Davidson, Martin (I)",Davidson, Martin
82158,"Davidson, Ronald (I)",Davidson, Ronald
82192,"Davies, Andrew (I)",Davies, Andrew
82329,"Davies, Terence",Davies, Terence
82333,"Davies, Tod",Davies, Tod
82338,"Davies, Valentine",Davies, Valentine
82339,"Davies, William (II)",Davies, William
82409,"Davis, Andrew (I)",Davis, Andrew
82437,"Davis, Bill C.",Davis, Bill C 
82465,"Davis, Carlos (I)",Davis, Carlos
82528,"Davis, Deborah Dean",Davis, Deborah Dean
82631,"Davis, Ivan",Davis, Ivan
82709,"Davis, Julie (I)",Davis, Julie
82765,"Davis, Marc (I)",Davis, Marc
82790,"Davis, Michael (II)",Davis, Michael
82797,"Davis, Mick (I)",Davis, Mick
82958,"Davis, Tom (I)",Davis, Tom
82986,"Davis, W. Terry",Davis, W  Terry
83105,"Dawes Green, George",Dawes Green, George
83297,"Day, Gerry (I)",Day, Gerry
83601,"de Balzac, Honoré",de Balzac, Honore
83636,"de Beaumont, Jeanne-Marie Leprince",de Beaumont, Jeanne-Marie Leprince
83652,"De Bello, John (I)",De Bello, John
83655,"De Benedetti, Giacomo",De Benedetti, Giacomo
83656,"de Benedetti, Vittorio",de Benedetti, Vittorio
83667,"De Bernardi, Piero",De Bernardi, Piero
83933,"De Concini, Ennio",De Concini, Ennio
84027,"De Felitta, Frank",De Felitta, Frank
84029,"De Felitta, Raymond",De Felitta, Raymond
84195,"De Gresac, Fred",De Gresac, Fred
84211,"de Grunwald, Anatole",de Grunwald, Anatole
84254,"de Heer, Rolf",de Heer, Rolf
84510,"de la Parelle, M.",de la Parelle, M 
84840,"De Luca, Michael",De Luca, Michael
84844,"De Luca, Rudy",De Luca, Rudy
84906,"De Maris, Merrill",De Maris, Merrill
84963,"De Meo, Paul",De Meo, Paul
84976,"De Micco, Kirk",De Micco, Kirk
84981,"De Michiel, Helen",De Michiel, Helen
85131,"de Oliveira, Manoel",de Oliveira, Manoel
85164,"De Palma, Brian",De Palma, Brian
85524,"De Sica, Vittorio",De Sica, Vittorio
85596,"de Souza, Steven E.",de Souza, Steven E 
85688,"de Van, Marina",de Van, Marina
85766,"De Vore, Christopher",De Vore, Christopher
86057,"Deane, Hamilton",Deane, Hamilton
86087,"Dear, Nick (I)",Dear, Nick
86090,"Dear, William",Dear, William
86097,"Dearden, James",Dearden, James
86121,"Deasy, Frank",Deasy, Frank
86132,"Deaver, Jeffery",Deaver, Jeffery
86163,"DeBartolo, Tiffanie",DeBartolo, Tiffanie
86214,"DeBlois, Dean",DeBlois, Dean
86312,"DeCerchio, Tom",DeCerchio, Tom
86388,"DeClue, Denise",DeClue, Denise
86392,"Decoin, Didier",Decoin, Didier
86432,"Decter, Ed",Decter, Ed
86460,"Dedini, Eldon",Dedini, Eldon
86626,"Defoe, Daniel",Defoe, Daniel
86639,"DeFrances, Vincent",DeFrances, Vincent
86647,"DeFranco, Rob (I)",DeFranco, Rob
86672,"Degas, Andre",Degas, Andre
86673,"Degas, Brian",Degas, Brian
86740,"DeGrazier, Russell",DeGrazier, Russell
86814,"Dehn, Paul (I)",Dehn, Paul
86844,"Deighton, Len",Deighton, Len
86865,"Deitch, Stephen",Deitch, Stephen
86917,"Dekker, Fred",Dekker, Fred
87201,"del Toro, Guillermo",del Toro, Guillermo
87393,"Delannoy, Jean",Delannoy, Jean
87544,"DeLeon, Marcus",DeLeon, Marcus
87548,"DeLeon, Walter",DeLeon, Walter
87898,"Delman, Jeffrey",Delman, Jeffrey
88297,"DeMille, Nelson",DeMille, Nelson
88349,"Demme, Jonathan",Demme, Jonathan
88363,"DeMonaco, James",DeMonaco, James
88433,"Demy, Jacques",Demy, Jacques
88553,"Denis, Claire",Denis, Claire
88667,"Dennis, Gill (I)",Dennis, Gill
88694,"Dennis, Patrick (I)",Dennis, Patrick
88740,"Denny, Roger Q.",Denny, Roger Q 
88759,"Densham, Pen",Densham, Pen
88822,"Denton, Kit (I)",Denton, Kit
88972,"Deramas, Wenn V.",Deramas, Wenn V 
89149,"Derrickson, Scott",Derrickson, Scott
89272,"DeSanto, Tom",DeSanto, Tom
89354,"DeShazer, Dennis",DeShazer, Dennis
89369,"Deshpande, Ravi",Deshpande, Ravi
89469,"Desny, Victor",Desny, Victor
89697,"Deutsch, Helen",Deutsch, Helen
89886,"DeVincentis, D.V.",DeVincentis, D V 
89959,"Devlin, Barry",Devlin, Barry
89964,"Devlin, Dean",Devlin, Dean
89998,"Devon, Lorraine",Devon, Lorraine
90012,"DeVore, Gary (I)",DeVore, Gary
90103,"Dewhurst, Keith",Dewhurst, Keith
90149,"Dexter, Peter",Dexter, Peter
90423,"Di Gaetano, Michael J.",Di Gaetano, Michael J 
90477,"Di Leo, Fernando",Di Leo, Fernando
90483,"Di Lorenzo, Edward",Di Lorenzo, Edward
90566,"Di Pego, Gerald",Di Pego, Gerald
90689,"Diamant, Moshe",Diamant, Moshe
90723,"Diamond, I.A.L.",Diamond, I A L 
90741,"Diamond, Lon",Diamond, Lon
90767,"Diana, Graziano",Diana, Graziano
90784,"Diao, Yi'nan",Diao, Yi nan
91055,"DiCicco, Kevin",DiCicco, Kevin
91056,"DiCillo, Tom",DiCillo, Tom
91071,"Dick, Kirby",Dick, Kirby
91079,"Dick, Philip K.",Dick, Philip K 
91080,"Dick, R.A.",Dick, R A 
91091,"Dickens, Charles",Dickens, Charles
91145,"Dickey, Basil",Dickey, Basil
91151,"Dickey, James (I)",Dickey, James
91301,"Didion, Joan",Didion, Joan
91378,"Diehl, William",Diehl, William
91390,"Diem, Mike van",Diem, Mike van
91461,"Dietl, Bo",Dietl, Bo
91518,"Dietz, Lew",Dietz, Lew
91602,"Dighton, John",Dighton, John
91664,"Dike, Phil",Dike, Phil
91732,"Dille, Flint",Dille, Flint
91772,"Dillon, Costa",Dillon, Costa
91801,"Dillon, Patrick (I)",Dillon, Patrick
91808,"Dillon, Robert (III)",Dillon, Robert
92061,"Dindal, Mark",Dindal, Mark
92074,"Dinelli, Mel",Dinelli, Mel
92136,"Dini, Paul",Dini, Paul
92176,"Dinner, Greg",Dinner, Greg
92263,"Diop Mambéty, Djibril",Diop Mambety, Djibril
92322,"Dippé, Mark A.Z.",Dippe, Mark A Z 
92429,"Disney, Roy Edward",Disney, Roy Edward
92430,"Disney, Tim (II)",Disney, Tim
92431,"Disney, Walt",Disney, Walt
92567,"Dix, Beulah Marie",Dix, Beulah Marie
92606,"Dixon, Campbell",Dixon, Campbell
92652,"Dixon, Leslie (I)",Dixon, Leslie
92701,"Dizdar, Jasmin",Dizdar, Jasmin
92942,"Dobai, Péter",Dobai, Peter
92964,"Dobbs, Lem",Dobbs, Lem
93091,"Dobyns, Stephen",Dobyns, Stephen
93105,"Dochtermann, Rudy",Dochtermann, Rudy
93126,"Docter, Pete",Docter, Pete
93192,"Dodge, David (I)",Dodge, David
93250,"Doel, Frances",Doel, Frances
93402,"Doillon, Jacques",Doillon, Jacques
93587,"Dolman, Bob (I)",Dolman, Bob
93774,"Dominy, Jeannine",Dominy, Jeannine
93779,"Dommartin, Solveig",Dommartin, Solveig
93946,"Donald, Simon (III)",Donald, Simon
94007,"Donati, Lorenzo",Donati, Lorenzo
94013,"Donati, Sergio",Donati, Sergio
94351,"Donovan, Martin (I)",Donovan, Martin
94381,"Donsky, Seth Michael",Donsky, Seth Michael
94438,"Dooling, Richard",Dooling, Richard
94441,"Doolittle, John (I)",Doolittle, John
94510,"Doran, James (I)",Doran, James
94585,"Dorfman, Ariel",Dorfman, Ariel
94657,"Dorman, Joseph",Dorman, Joseph
95038,"Doueiri, Ziad",Doueiri, Ziad
95049,"Dougan, Michael Feit",Dougan, Michael Feit
95057,"Dougherty, Don",Dougherty, Don
95169,"Douglas, Leroy (I)",Douglas, Leroy
95172,"Douglas, MacGregor",Douglas, MacGregor
95207,"Douglas-Home, William",Douglas-Home, William
95363,"Dowd, Nancy (I)",Dowd, Nancy
95448,"Downe, Allison Louise",Downe, Allison Louise
95473,"Downey Sr., Robert",Downey Sr., Robert
95542,"Downing, Stephen",Downing, Stephen
95583,"Doxelofer, Maria",Doxelofer, Maria
95608,"Doyle, Carol",Doyle, Carol
95685,"Doyle, Roddy",Doyle, Roddy
95710,"Doyle-Murray, Brian",Doyle-Murray, Brian
95896,"Drake, Diane",Drake, Diane
95919,"Drake, Oliver",Drake, Oliver
95942,"Drake, William A.",Drake, William A 
95992,"Draper, Peter",Draper, Peter
95993,"Draper, Polly",Draper, Polly
96011,"Dratler, Jay",Dratler, Jay
96093,"Dreiser, Theodore",Dreiser, Theodore
96264,"Dridi, Karim",Dridi, Karim
96279,"Drieu La Rochelle, Pierre",Drieu La Rochelle, Pierre
96342,"Driscoll, Robin (I)",Driscoll, Robin
96349,"Driskill, Elena",Driskill, Elena
96403,"Droney, Kevin",Droney, Kevin
96592,"Druyan, Ann",Druyan, Ann
96621,"Dryfoos, Susan Warms",Dryfoos, Susan Warms
96634,"Drysdale, Lee",Drysdale, Lee
96678,"Du Maurier, Daphne",Du Maurier, Daphne
96703,"du Preez, Anton",du Preez, Anton
96709,"Du Rhone, Griff",Du Rhone, Griff
96840,"Duberman, Martin",Duberman, Martin
97017,"Ducastel, Olivier",Ducastel, Olivier
97064,"Duchemin, Rémy",Duchemin, Remy
97118,"Ducsay, Bob",Ducsay, Bob
97262,"Duff, Alan (I)",Duff, Alan
97269,"Duff, James (I)",Duff, James
97379,"Duffy, Troy",Duffy, Troy
97502,"Dugowson, Martine",Dugowson, Martine
97515,"Dugès, André",Duges, Andre
97539,"Duigan, John (I)",Duigan, John
97540,"Duigan, Virginia",Duigan, Virginia
97616,"Dukovski, Dejan",Dukovski, Dejan
97683,"Dumas père, Alexandre",Dumas pere, Alexandre
97717,"Dumitriu, Petru",Dumitriu, Petru
97785,"Dunaway, Don Carlos",Dunaway, Don Carlos
97792,"Dunbar, Adrian",Dunbar, Adrian
97844,"Duncan, David (II)",Duncan, David
97878,"Duncan, Lois",Duncan, Lois
97889,"Duncan, Patrick Sheane",Duncan, Patrick Sheane
97893,"Duncan, Peter (II)",Duncan, Peter
98177,"Dunn, Winifred",Dunn, Winifred
98189,"Dunne, John Gregory",Dunne, John Gregory
98194,"Dunne, Philip (I)",Dunne, Philip
98249,"Dunsky, Evan",Dunsky, Evan
98380,"Dupré, Carl V.",Dupre, Carl V 
98578,"Durden, Paul",Durden, Paul
98837,"Dusenberry, Phil",Dusenberry, Phil
98961,"Dutter, Anne",Dutter, Anne
98962,"Dutter, Georges",Dutter, Georges
99034,"Duvall, Robert",Duvall, Robert
99075,"Dux, Frank",Dux, Frank
99157,"Dworet, Laurence",Dworet, Laurence
99181,"Dwyer, Jim (I)",Dwyer, Jim
99258,"Dyer, Gretchen",Dyer, Gretchen
99561,"Díaz Yanes, Agustín",Diaz Yanes, Agustin
99732,"Dörrie, Doris",Dorrie, Doris
99871,"Earl, Kenneth (I)",Earl, Kenneth
100015,"Eastin, Jeff (I)",Eastin, Jeff
100024,"Eastman, Carole",Eastman, Carole
100036,"Eastman, Kevin (I)",Eastman, Kevin
100080,"Eastwood, James (I)",Eastwood, James
100183,"Eberhardt, Thom E.",Eberhardt, Thom E 
100287,"Eby, Lois",Eby, Lois
100468,"Eco, Umberto",Eco, Umberto
100757,"Edlund, Ben",Edlund, Ben
100773,"Edmond, Frances",Edmond, Frances
100827,"Edmunds, Martin",Edmunds, Martin
100918,"Edwards, Blake (I)",Edwards, Blake
101369,"Egger, Jürgen",Egger, Jurgen
101447,"Egoyan, Atom",Egoyan, Atom
101488,"Ehle, John",Ehle, John
101555,"Ehrin, Kerry",Ehrin, Kerry
101901,"Eisenstein, Sergei M.",Eisenstein, Sergei M 
101918,"Eisinger, Jo",Eisinger, Jo
101944,"Eisner, Philip",Eisner, Philip
102024,"Ekers, Joe",Ekers, Joe
102347,"Elbling, Peter",Elbling, Peter
102366,"Elder III, Lonne",Elder III, Lonne
102407,"Elders, Kevin",Elders, Kevin
102451,"Elehwany, Laurice",Elehwany, Laurice
102515,"Elfont, Harry",Elfont, Harry
102571,"Eliacheff, Caroline",Eliacheff, Caroline
102611,"Elias, Michael (I)",Elias, Michael
102670,"Eliot, George (I)",Eliot, George
102847,"Ellery, Tom (I)",Ellery, Tom
102860,"Ellin, Doug (I)",Ellin, Doug
102879,"Ellington, E.A.",Ellington, E A 
102930,"Elliott, Aiyana",Elliott, Aiyana
102948,"Elliott, Chris (I)",Elliott, Chris
103032,"Elliott, Stephan",Elliott, Stephan
103041,"Elliott, Ted (I)",Elliott, Ted
103066,"Ellis, Anthony L.",Ellis, Anthony L 
103076,"Ellis, Bret Easton",Ellis, Bret Easton
103164,"Ellis, Kirk",Ellis, Kirk
103193,"Ellis, Novalyne Price",Ellis, Novalyne Price
103231,"Ellis, Trey",Ellis, Trey
103281,"Ellmann, Richard",Ellmann, Richard
103290,"Ellroy, James",Ellroy, James
103340,"Elmes, Guy",Elmes, Guy
103798,"Emmerich, Roland",Emmerich, Roland
103799,"Emmerich, Toby",Emmerich, Toby
103815,"Emmett, E.V.H.",Emmett, E V H 
103895,"Enbom, John",Enbom, John
103931,"Ende, Michael",Ende, Michael
103972,"Endler, Michael (I)",Endler, Michael
103983,"Endore, Guy",Endore, Guy
104126,"Engelbach, David",Engelbach, David
104139,"Engelhard, Jack",Engelhard, Jack
104167,"Engelmann, Peter (I)",Engelmann, Peter
104178,"Engels, Robert",Engels, Robert
104239,"Englander, Otto",Englander, Otto
104382,"Enlen, Martin",Enlen, Martin
104474,"Enriquez, Thom",Enriquez, Thom
104540,"Enyedi, Ildikó",Enyedi, Ildiko
104574,"Ephron, Delia",Ephron, Delia
104577,"Ephron, Nora",Ephron, Nora
104613,"Epperson, Tom (I)",Epperson, Tom
104627,"Epps Jr., Jack",Epps , Jack
104686,"Epstein, Julius J.",Epstein, Julius J 
104698,"Epstein, Philip G.",Epstein, Philip G 
104699,"Epstein, Rob (I)",Epstein, Rob
104743,"Erb, Greg",Erb, Greg
104777,"Erckmann, Emile",Erckmann, Emile
105002,"Eriksen, Geir",Eriksen, Geir
105172,"Ernst, Laura",Ernst, Laura
105426,"Escandón, María Amparo",Escandon, Maria Amparo
105649,"Eskow, John",Eskow, John
105889,"Esposito, John (I)",Esposito, John
105934,"Esquivel, Laura (I)",Esquivel, Laura
105978,"Essex, Harry",Essex, Harry
106007,"Estabrook, Howard",Estabrook, Howard
106138,"Estevez, Emilio",Estevez, Emilio
106267,"Eszterhas, Joe",Eszterhas, Joe
106360,"Ettedgui, Peter",Ettedgui, Peter
106428,"Eugenides, Jeffrey",Eugenides, Jeffrey
106468,"Eustis, Rich (I)",Eustis, Rich
106539,"Evans, Bentley Kyle",Evans, Bentley Kyle
106549,"Evans, Bruce A.",Evans, Bruce A 
106594,"Evans, David M. (I)",Evans, David M 
106712,"Evans, Max",Evans, Max
106723,"Evans, Nick (II)",Evans, Nick
106878,"Everett, Gimel",Everett, Gimel
107099,"Exton, Clive",Exton, Clive
107210,"Ezquerra, Carlos",Ezquerra, Carlos
107265,"Fabbri, Diego",Fabbri, Diego
107918,"Falcon, Jeffrey",Falcon, Jeffrey
108023,"Falk, Lee",Falk, Lee
108047,"Falkenstein, Jun",Falkenstein, Jun
108097,"Fallberg, Carl",Fallberg, Carl
108140,"Fallon, Michael (I)",Fallon, Michael
108218,"Famuyiwa, Rick",Famuyiwa, Rick
108238,"Fanaka, Jamaa",Fanaka, Jamaa
108239,"Fanaro, Barry",Fanaro, Barry
108245,"Fancher, Hampton",Fancher, Hampton
108390,"Farago, Ladislas",Farago, Ladislas
108391,"Faragoh, Francis Edward",Faragoh, Francis Edward
108394,"Faragó, Sándor (I)",Farago, Sandor
108501,"Fargeau, Jean-Pol",Fargeau, Jean-Pol
108625,"Farjeon, Joseph Jefferson",Farjeon, Joseph Jefferson
108680,"Farley, Sean (I)",Farley, Sean
108838,"Farrands, Daniel",Farrands, Daniel
108845,"Farrar, Robert (I)",Farrar, Robert
108884,"Farrell, Henry",Farrell, Henry
108942,"Farrelly, Bobby",Farrelly, Bobby
108948,"Farrelly, Peter",Farrelly, Peter
108976,"Farris, John (I)",Farris, John
109063,"Fasano, John",Fasano, John
109119,"Fassbinder, Rainer Werner",Fassbinder, Rainer Werner
109133,"Fast, Alvin L.",Fast, Alvin L 
109135,"Fast, Howard",Fast, Howard
109274,"Faulkner, William (I)",Faulkner, William
109427,"Favreau, Jon (I)",Favreau, Jon
109579,"Fearing, Kenneth",Fearing, Kenneth
109594,"Feather, Jacqueline",Feather, Jacqueline
109867,"Feiffer, Jules",Feiffer, Jules
109949,"Feinmann, José Pablo",Feinmann, Jose Pablo
109976,"Feirstein, Bruce",Feirstein, Bruce
110004,"Feiyu, Bi",Feiyu, Bi
110015,"Feke, Steve",Feke, Steve
110051,"Feldberg, Mark",Feldberg, Mark
110095,"Feldman, Dennis",Feldman, Dennis
110117,"Feldman, Jonathan Marc",Feldman, Jonathan Marc
110136,"Feldman, Randy (I)",Feldman, Randy
110262,"Fellini, Federico",Fellini, Federico
110451,"Fenn, Suzanne (I)",Fenn, Suzanne
110518,"Fenton, Frank (I)",Fenton, Frank
110563,"Ferber, Edna",Ferber, Edna
110645,"Ferguson, Craig (I)",Ferguson, Craig
110700,"Ferguson, Larry (I)",Ferguson, Larry
110767,"Ferland, Guy (I)",Ferland, Guy
110948,"Fernandez, Peter (I)",Fernandez, Peter
111010,"Ferner, Max",Ferner, Max
111437,"Ferrara, Abel",Ferrara, Abel
111585,"Ferreira Barbosa, Laurence",Ferreira Barbosa, Laurence
111696,"Ferrell, Will",Ferrell, Will
111762,"Ferreri, Marco (I)",Ferreri, Marco
111835,"Ferrini, Franco",Ferrini, Franco
111855,"Ferris, Michael (III)",Ferris, Michael
111864,"Ferris, Walter",Ferris, Walter
111981,"Fessier, Michael",Fessier, Michael
111985,"Fessler, Michel",Fessler, Michel
112088,"Feynman, Richard",Feynman, Richard
112136,"Fiastri, Jaja",Fiastri, Jaja
112211,"Fidello, Manuel",Fidello, Manuel
112273,"Field, David (II)",Field, David
112318,"Field, S.S.",Field, S S 
112349,"Fielding, Henry",Fielding, Henry
112368,"Fields, Adam (I)",Fields, Adam
112385,"Fields, Greg (I)",Fields, Greg
112386,"Fields, Herbert",Fields, Herbert
112436,"Fields, W.C.",Fields, W C 
112472,"Fieschi, Jacques",Fieschi, Jacques
112506,"Figgis, Mike",Figgis, Mike
112630,"Filardi, Peter",Filardi, Peter
112800,"Filler, Leo",Filler, Leo
112873,"Finch, Charles (I)",Finch, Charles
112964,"Fine, Anne (I)",Fine, Anne
113035,"Fingleton, Anthony",Fingleton, Anthony
113057,"Fink, Harry Julian",Fink, Harry Julian
113077,"Fink, Rita M.",Fink, Rita M 
113124,"Finklehoffe, Fred F.",Finklehoffe, Fred F 
113125,"Finkleman, Ken",Finkleman, Ken
113201,"Finn, Will (I)",Finn, Will
113237,"Finney, Jack (I)",Finney, Jack
113382,"Fire, Richard",Fire, Richard
113642,"Fischetto, Laura",Fischetto, Laura
113729,"Fisher, Bud",Fisher, Bud
113807,"Fisher, Jim (II)",Fisher, Jim
113896,"Fisher, Vardis",Fisher, Vardis
113941,"Fiskin, Jeffrey Alan",Fiskin, Jeffrey Alan
114055,"Fitzgerald, F. Scott",Fitzgerald, F  Scott
114108,"Fitzgerald, Thom",Fitzgerald, Thom
114127,"Fitzhugh, Louise",Fitzhugh, Louise
114290,"Flackett, Jennifer",Flackett, Jennifer
114302,"Flagg, Fannie",Flagg, Fannie
114339,"Flaiano, Ennio",Flaiano, Ennio
114355,"Flamberg, James",Flamberg, James
114443,"Flanigan, Sara",Flanigan, Sara
114451,"Flannery, Peter",Flannery, Peter
114467,"Flashner, Graham",Flashner, Graham
114529,"Fleeman, Gregory (I)",Fleeman, Gregory
114616,"Fleming Jr., R. Lee",Fleming , R  Lee
114620,"Fleming, Andrew (I)",Fleming, Andrew
114645,"Fleming, Erik",Fleming, Erik
114653,"Fleming, Ian (I)",Fleming, Ian
114762,"Fletcher, Charlie (I)",Fletcher, Charlie
114800,"Fletcher, Lucille",Fletcher, Lucille
114879,"Flinn, Denny Martin",Flinn, Denny Martin
114941,"Flood, Denis",Flood, Denis
115137,"Florey, Robert",Florey, Robert
115385,"Flynn, Thomas T.",Flynn, Thomas T 
115523,"Fogle, James",Fogle, James
115605,"Foldes, Yolanda",Foldes, Yolanda
115768,"Fonda, Peter (I)",Fonda, Peter
115774,"Fondato, Marcello",Fondato, Marcello
115779,"Foner, Naomi",Foner, Naomi
115899,"Fontaine, Anne",Fontaine, Anne
116014,"Fonvielle, Lloyd",Fonvielle, Lloyd
116042,"Foote, Horton",Foote, Horton
116043,"Foote, John Taintor",Foote, John Taintor
116076,"Forbes, Bryan",Forbes, Bryan
116172,"Ford, Christian (I)",Ford, Christian
116230,"Ford, John (I)",Ford, John
116290,"Ford, Ron (I)",Ford, Ron
116353,"Foreman, Carl (I)",Foreman, Carl
116388,"Forest, Jean-Claude",Forest, Jean-Claude
116403,"Forester, C.S.",Forester, C S 
116470,"Forman, Denis",Forman, Denis
116571,"Forouzesh, Ebrahim",Forouzesh, Ebrahim
116623,"Forrester, Brent",Forrester, Brent
116629,"Forrester, Larry",Forrester, Larry
116710,"Forster, E.M.",Forster, E M 
116734,"Forsyth, Bill (I)",Forsyth, Bill
116738,"Forsyth, Frederick",Forsyth, Frederick
116761,"Fort, Garrett",Fort, Garrett
116773,"Forte, Christian (I)",Forte, Christian
116783,"Forte, John (I)",Forte, John
116884,"Fortune, Jan",Fortune, Jan
116960,"Fosse, Bob",Fosse, Bob
116978,"Foster, Alan Dean",Foster, Alan Dean
117038,"Foster, Hal (I)",Foster, Hal
117081,"Foster, Lewis R.",Foster, Lewis R 
117286,"Fournier, Christian (I)",Fournier, Christian
117499,"Fox, George (II)",Fox, George
117541,"Fox, Kevin (II)",Fox, Kevin
117591,"Fox, Robbie (I)",Fox, Robbie
117681,"Foyt, Victoria",Foyt, Victoria
117786,"Fraim, Tracy",Fraim, Tracy
117812,"Fraley, Oscar",Fraley, Oscar
117859,"France, Michael",France, Michael
117917,"Franci, Adolfo",Franci, Adolfo
117963,"Francis, Dean (I)",Francis, Dean
118060,"Franck, Dan",Franck, Dan
118165,"Franco, Ricardo (I)",Franco, Ricardo
118243,"Frank Jr., Harriet",Frank , Harriet
118252,"Frank, Anne (I)",Frank, Anne
118264,"Frank, Carol (I)",Frank, Carol
118290,"Frank, Fredric M.",Frank, Fredric M 
118344,"Frank, Melvin",Frank, Melvin
118366,"Frank, Scott (I)",Frank, Scott
118428,"Frankel, David (I)",Frankel, David
118456,"Franken, Al (I)",Franken, Al
118471,"Frankenheimer, John",Frankenheimer, John
118492,"Franklin, Carl (I)",Franklin, Carl
118523,"Franklin, Howard",Franklin, Howard
118528,"Franklin, Jeff (I)",Franklin, Jeff
118612,"Franks, Steve (I)",Franks, Steve
118692,"Franzoni, David (II)",Franzoni, David
118740,"Fraser, Angus (I)",Fraser, Angus
118745,"Fraser, Brad",Fraser, Brad
118746,"Fraser, Brent David",Fraser, Brent David
118772,"Fraser, Harry L.",Fraser, Harry L 
118797,"Fraser, Paul (I)",Fraser, Paul
118935,"Frazier, Gibson",Frazier, Gibson
119038,"Frederickson, Gray",Frederickson, Gray
119103,"Freed, Arthur",Freed, Arthur
119112,"Freed, Donald",Freed, Donald
119191,"Freeland, Jason",Freeland, Jason
119261,"Freeman, Everett",Freeman, Everett
119306,"Freeman, Leonard",Freeman, Leonard
119328,"Freeman, Morgan J.",Freeman, Morgan J 
119672,"Fresco, Robert M.",Fresco, Robert M 
119704,"Freud, Esther",Freud, Esther
119709,"Freudberg, Judy",Freudberg, Judy
119740,"Freundlich, Bart",Freundlich, Bart
119765,"Frey, Darcy",Frey, Darcy
119773,"Frey, James",Frey, James
119885,"Fricke, Ron (I)",Fricke, Ron
119955,"Friedberg, Jason",Friedberg, Jason
119960,"Friedberg, Rick",Friedberg, Rick
119972,"Friedenberg, Richard",Friedenberg, Richard
119991,"Friedkin, William",Friedkin, William
120041,"Friedman, Brent V.",Friedman, Brent V 
120042,"Friedman, Bruce Jay",Friedman, Bruce Jay
120055,"Friedman, David F.",Friedman, David F 
120074,"Friedman, Jeffrey (I)",Friedman, Jeffrey
120083,"Friedman, Josh (I)",Friedman, Josh
120088,"Friedman, Ken (I)",Friedman, Ken
120095,"Friedman, Lewis",Friedman, Lewis
120103,"Friedman, Mel (I)",Friedman, Mel
120124,"Friedman, Ron (II)",Friedman, Ron
120193,"Friel, Brian (I)",Friel, Brian
120225,"Frieri, Christopher C.",Frieri, Christopher C 
120425,"Friðriksson, Friðrik Þór",Fridriksson, Fridrik Thor
120434,"Frobenius, Nikolaj",Frobenius, Nikolaj
120463,"Froeschel, George",Froeschel, George
120524,"Fromm, Christoph",Fromm, Christoph
120598,"Frost, Mark (I)",Frost, Mark
120674,"Frumkes, Roy",Frumkes, Roy
120695,"Fry, Christopher (I)",Fry, Christopher
120716,"Fry, Rick (I)",Fry, Rick
120717,"Fry, Rosalie K.",Fry, Rosalie K 
120743,"Frydman, Serge",Frydman, Serge
120754,"Frye, E. Max",Frye, E  Max
120880,"Fucci, Thomas A.",Fucci, Thomas A 
121088,"Fujii, James",Fujii, James
121144,"Fujioka, Yutaka",Fujioka, Yutaka
121228,"Fukazawa, Shichirô",Fukazawa, Shichiro
121319,"Fulci, Lucio",Fulci, Lucio
121371,"Fuller, Charles (I)",Fuller, Charles
121401,"Fuller, Kim (I)",Fuller, Kim
121433,"Fuller, Samuel",Fuller, Samuel
121656,"Furie, Sidney J.",Furie, Sidney J 
121697,"Furmaniak, Ralph",Furmaniak, Ralph
121742,"Furst, Werner H.",Furst, Werner H 
121759,"Furthman, Charles",Furthman, Charles
121760,"Furthman, Jules",Furthman, Jules
121789,"Furuya, Fumio",Furuya, Fumio
121819,"Fusco, John (I)",Fusco, John
121948,"Färberböck, Max",Farberbock, Max
122122,"Gabeira, Fernando",Gabeira, Fernando
122208,"Gabriel, Mike (I)",Gabriel, Mike
122310,"Gaddis, Thomas E.",Gaddis, Thomas E 
122326,"Gades, Antonio",Gades, Antonio
122411,"Gaffney, Sheila",Gaffney, Sheila
122433,"Gage, Beth",Gage, Beth
122457,"Gaghan, Stephen",Gaghan, Stephen
122600,"Gaines, William M.",Gaines, William M 
122608,"Gainville, René",Gainville, Rene
122801,"Galdone, Paul",Galdone, Paul
122804,"Gale, Bob",Gale, Bob
122837,"Galeen, Henrik",Galeen, Henrik
122872,"Galgut, Damon",Galgut, Damon
123077,"Gallagher, Peter (I)",Gallagher, Peter
123283,"Gallico, Paul",Gallico, Paul
123319,"Gallmann, Kuki",Gallmann, Kuki
123330,"Gallo, George (I)",Gallo, George
123357,"Gallo, Vincent",Gallo, Vincent
123376,"Galloro, Antonio",Galloro, Antonio
