writerid,name,fname,lname
42544,"Breckman, Andy",Breckman, Andy
42628,"Breen, Richard L.",Breen, Richard L 
42641,"Breffort, Alexandre",Breffort, Alexandre
42690,"Breillat, Catherine",Breillat, Catherine
42691,"Breiman, Valerie",Breiman, Valerie
42783,"Bren, J. Robert",Bren, J  Robert
42860,"Brennan, John G.",Brennan, John G 
42881,"Brennan, Neal",Brennan, Neal
42940,"Brenner, Marie",Brenner, Marie
43027,"Breslin, Mark (I)",Breslin, Mark
43031,"Breslow, Lou",Breslow, Lou
43109,"Brett, Jonathan (I)",Brett, Jonathan
43323,"Brice, Monte",Brice, Monte
43359,"Bricker, George",Bricker, George
43361,"Brickhill, Paul",Brickhill, Paul
43367,"Brickman, Marshall",Brickman, Marshall
43369,"Brickman, Paul (I)",Brickman, Paul
43376,"Bricusse, Leslie",Bricusse, Leslie
43416,"Bridges, James (I)",Bridges, James
43442,"Bridie, James",Bridie, James
43574,"Bright, Matthew (I)",Bright, Matthew
43592,"Brightman, Homer",Brightman, Homer
43595,"Brightman, Stanley (II)",Brightman, Stanley
43633,"Briley, John (I)",Briley, John
43648,"Brill, Steven (I)",Brill, Steven
43666,"Brilmayer, Robert",Brilmayer, Robert
43680,"Brin, David (I)",Brin, David
43973,"Brizzi, Gaëtan",Brizzi, Gaetan
43975,"Brizzi, Paul",Brizzi, Paul
44090,"Brock, Deborah",Brock, Deborah
44096,"Brock, Jeremy (I)",Brock, Jeremy
44160,"Brodax, Al",Brodax, Al
44162,"Brodbin, Kevin",Brodbin, Kevin
44170,"Broder, Adam Larson",Broder, Adam Larson
44184,"Broderick, Patricia",Broderick, Patricia
44216,"Brodie, Kevin",Brodie, Kevin
44230,"Brodney, Oscar",Brodney, Oscar
44399,"Bromfield, Louis",Bromfield, Louis
44492,"Brontë, Charlotte",Bronte, Charlotte
44516,"Brook, Peter (I)",Brook, Peter
44563,"Brooker, Greg",Brooker, Greg
44578,"Brookfield, William",Brookfield, William
44600,"Brooks, Adam (I)",Brooks, Adam
44604,"Brooks, Albert (I)",Brooks, Albert
44684,"Brooks, James L.",Brooks, James L 
44725,"Brooks, Mel (I)",Brooks, Mel
44744,"Brooks, Richard (I)",Brooks, Richard
44857,"Brosh McKenna, Aline (I)",Brosh McKenna, Aline
44864,"Brosnan, John (I)",Brosnan, John
44871,"Bross, Eric",Bross, Eric
44965,"Brougher, Hilary",Brougher, Hilary
45140,"Brown, Art Edler",Brown, Art Edler
45191,"Brown, Bruce (I)",Brown, Bruce
45249,"Brown, Christy (I)",Brown, Christy
45276,"Brown, Dana (II)",Brown, Dana
45418,"Brown, Harry (I)",Brown, Harry
45441,"Brown, J. Randolph",Brown, J  Randolph
45493,"Brown, Jeffrey D. (I)",Brown, Jeffrey D 
45596,"Brown, Leigh (I)",Brown, Leigh
45597,"Brown, Len (II)",Brown, Len
45624,"Brown, Mark (I)",Brown, Mark
45633,"Brown, Martin (I)",Brown, Martin
45685,"Brown, Michael Henry",Brown, Michael Henry
45770,"Brown, Rita Mae",Brown, Rita Mae
45771,"Brown, Riwia",Brown, Riwia
45788,"Brown, Rosellen",Brown, Rosellen
45979,"Browne, Chris (I)",Browne, Chris
46058,"Browning, Michael (I)",Browning, Michael
46062,"Browning, Ricou",Browning, Ricou
46071,"Browning, Tod",Browning, Tod
46073,"Brownjohn, John",Brownjohn, John
46111,"Broyles Jr., William",Broyles , William
46234,"Bruckman, Clyde",Bruckman, Clyde
46246,"Bruckner, Pascal",Bruckner, Pascal
46353,"Brulé, Claude",Brule, Claude
46442,"Bruneau, Philippe",Bruneau, Philippe
46447,"Brunel, Adrian",Brunel, Adrian
46465,"Bruner, James (I)",Bruner, James
46549,"Brunner, Bob",Brunner, Bob
46671,"Brusati, Franco",Brusati, Franco
46976,"Brännström, Brasse",Brannstrom, Brasse
47184,"Buchan, John (I)",Buchan, John
47216,"Buchanan, James D.",Buchanan, James D 
47221,"Buchanan, Joan",Buchanan, Joan
47236,"Buchanan, Thompson",Buchanan, Thompson
47272,"Buchheim, Lothar G.",Buchheim, Lothar G 
47282,"Buchholz, Bob",Buchholz, Bob
47304,"Buchman, Harold (I)",Buchman, Harold
47306,"Buchman, Sidney",Buchman, Sidney
47336,"Buck, Chris (II)",Buck, Chris
47360,"Buck, Pearl S.",Buck, Pearl S 
47396,"Buckingham, R.",Buckingham, R 
47415,"Buckler, Robert",Buckler, Robert
47504,"Buckner, Robert",Buckner, Robert
47524,"Bucquoy, Jan",Bucquoy, Jan
47779,"Bufford, Takashi",Bufford, Takashi
47788,"Buford, Gordon",Buford, Gordon
47789,"Buford, Kenny",Buford, Kenny
47830,"Buhai, Jeff",Buhai, Jeff
47862,"Bui, Timothy Linh",Bui, Timothy Linh
47863,"Bui, Tony (I)",Bui, Tony
48222,"Bunker, Edward",Bunker, Edward
48227,"Bunker, Robert",Bunker, Robert
48345,"Burbridge, Betty",Burbridge, Betty
48370,"Burchard, Peter",Burchard, Peter
48403,"Burden, Bob",Burden, Bob
48480,"Burg, Andy",Burg, Andy
48551,"Burgess, Anthony (I)",Burgess, Anthony
48738,"Burke, Erik (I)",Burke, Erik
48751,"Burke, James (II)",Burke, James
48754,"Burke, James Lee (I)",Burke, James Lee
48877,"Burkin, Stuart",Burkin, Stuart
48995,"Burnett, Alan",Burnett, Alan
48997,"Burnett, Allison",Burnett, Allison
49003,"Burnett, Charles (I)",Burnett, Charles
49008,"Burnett, Frances Hodgson",Burnett, Frances Hodgson
49031,"Burnett, Murray (I)",Burnett, Murray
49039,"Burnett, W.R.",Burnett, W R 
49050,"Burnford, Sheila",Burnford, Sheila
49117,"Burns, Edward (I)",Burns, Edward
49131,"Burns, Jack (II)",Burns, Jack
49172,"Burns, Mark R.",Burns, Mark R 
49222,"Burns, Tim (II)",Burns, Tim
49232,"Burns, William J.",Burns, William J 
49241,"Burnstein, Jim",Burnstein, Jim
49320,"Burroughs, Edgar Rice",Burroughs, Edgar Rice
49328,"Burroughs, William S.",Burroughs, William S 
49335,"Burrows, Abe",Burrows, Abe
49413,"Burt, Frank (IV)",Burt, Frank
49498,"Burton, Mark (IV)",Burton, Mark
49499,"Burton, Michael (I)",Burton, Michael
49535,"Burton, Tim (I)",Burton, Tim
49611,"Buscemi, Steve",Buscemi, Steve
49615,"Busch, Charles (I)",Busch, Charles
49637,"Busch, Niven",Busch, Niven
49767,"Busia, Akosua",Busia, Akosua
50031,"Butler, David (II)",Butler, David
50045,"Butler, Frank (I)",Butler, Frank
50053,"Butler, Hugo",Butler, Hugo
50092,"Butler, Michael (II)",Butler, Michael
50225,"Buttgereit, Jörg",Buttgereit, Jorg
50333,"Buñuel, Luis",Bunuel, Luis
50354,"Byatt, A.S.",Byatt, A S 
50379,"Byer, Troy",Byer, Troy
50386,"Byers, Danny",Byers, Danny
50500,"Byrne, Gabriel",Byrne, Gabriel
50591,"Byron, Lord",Byron, Lord
50601,"Byrum, John",Byrum, John
50615,"Bythewood, Reggie Rock",Bythewood, Reggie Rock
50721,"Béhat, Gilles",Behat, Gilles
50959,"Büscher, Jürgen",Buscher, Jurgen
51463,"Caffaro, Cheri",Caffaro, Cheri
51568,"Cahill, Tim (I)",Cahill, Tim
51606,"Cai, Shangjun",Cai, Shangjun
51648,"Caillou, Alan",Caillou, Alan
51669,"Cain, James M.",Cain, James M 
51696,"Caine, Hall",Caine, Hall
51698,"Caine, Jeffrey",Caine, Jeffrey
51856,"Caland, Philippe",Caland, Philippe
51971,"Calderon, Paul (I)",Calderon, Paul
52063,"Caldwell, Helen (I)",Caldwell, Helen
52301,"Callaway, Trey",Callaway, Trey
52731,"Camerini, Mario",Camerini, Mario
52775,"Cameron, James (I)",Cameron, James
52794,"Cameron, Lorne",Cameron, Lorne
52876,"Caminito, Augusto",Caminito, Augusto
52941,"Camp, Joe (I)",Camp, Joe
52987,"Campanella, Juan José",Campanella, Juan Jose
53014,"Campbell Jr., John W.",Campbell , John W 
53025,"Campbell, Alan (I)",Campbell, Alan
53286,"Campbell, R. Wright",Campbell, R  Wright
53397,"Campion, Anna",Campion, Anna
53404,"Campion, Jane",Campion, Jane
53559,"Camus, Albert (I)",Camus, Albert
53600,"Canals, Cuca",Canals, Cuca
53624,"Canaway, W.H.",Canaway, W H 
53644,"Candaele, Kelly",Candaele, Kelly
53841,"Canning, Victor",Canning, Victor
53887,"Cannon, Lowell (I)",Cannon, Lowell
53900,"Cannon, Raymond",Cannon, Raymond
53912,"Cannon, William H.",Cannon, William H 
54285,"Capetanos, Leon",Capetanos, Leon
54362,"Capobianco, Jim",Capobianco, Jim
54400,"Capote, Truman",Capote, Truman
54489,"Capra, Frank",Capra, Frank
54584,"Carabatsos, James",Carabatsos, James
54660,"Carax, Leos",Carax, Leos
54758,"Carcaterra, Lorenzo",Carcaterra, Lorenzo
54909,"Cardone, J.S.",Cardone, J S 
54966,"Carducci, Mark Patrick",Carducci, Mark Patrick
55066,"Carey, Peter (I)",Carey, Peter
55084,"Cargerman, Jill",Cargerman, Jill
55177,"Carle, Cynthia",Carle, Cynthia
55187,"Carlei, Carlo",Carlei, Carlo
55273,"Carlino, Lewis John",Carlino, Lewis John
55467,"Carlton, Rex (I)",Carlton, Rex
55616,"Carnahan, Joe",Carnahan, Joe
55639,"Carneiro, João Emanuel",Carneiro, Joao Emanuel
55653,"Carner, Charles Robert",Carner, Charles Robert
55746,"Caro, Marc",Caro, Marc
55789,"Caron, Glenn Gordon",Caron, Glenn Gordon
55825,"Carothers, AJ",Carothers, AJ
55876,"Carpenter, John (I)",Carpenter, John
55914,"Carpenter, Stephen (I)",Carpenter, Stephen
55970,"Carr, Allan",Carr, Allan
55989,"Carr, Colby",Carr, Colby
56266,"Carrey, Jim",Carrey, Jim
56364,"Carrington, James (I)",Carrington, James
56401,"Carrière, Jean-Claude",Carriere, Jean-Claude
56474,"Carroll, Jim (I)",Carroll, Jim
56491,"Carroll, Lewis",Carroll, Lewis
56512,"Carroll, Richard (II)",Carroll, Richard
56525,"Carroll, Sidney",Carroll, Sidney
56538,"Carroll, Willard (I)",Carroll, Willard
56631,"Carson, L.M. Kit",Carson, L M  Kit
56641,"Carson, Robert (VI)",Carson, Robert
56729,"Carter, Chris (I)",Carter, Chris
56758,"Carter, Forrest",Carter, Forrest
56800,"Carter, Joseph (I)",Carter, Joseph
56875,"Carter, Rubin 'Hurricane'",Carter, Rubin  Hurricane 
56967,"Cartwright, Carroll",Cartwright, Carroll
56970,"Cartwright, Jim (I)",Cartwright, Jim
56978,"Cartwright, Randy",Cartwright, Randy
57122,"Carver, Raymond",Carver, Raymond
57245,"Casano, Denise",Casano, Denise
57349,"Casci, David",Casci, David
57416,"Casella, Alberto",Casella, Alberto
57496,"Casey, Warren (I)",Casey, Warren
57508,"Cash, Jim (I)",Cash, Jim
57592,"Caspary, Vera",Caspary, Vera
57630,"Cassady, Neal",Cassady, Neal
57654,"Cassavetes, John (I)",Cassavetes, John
57655,"Cassavetes, Nick",Cassavetes, Nick
57931,"Castellaneta, P.J. (I)",Castellaneta, P J 
58223,"Castle, Nick (I)",Castle, Nick
58408,"Castro, Rick",Castro, Rick
58450,"Caswell, Robert",Caswell, Robert
58556,"Catena, Víctor Andrés",Catena, Victor Andres
58939,"Cavani, Liliana",Cavani, Liliana
58999,"Cavett, Frank",Cavett, Frank
59066,"Cayatte, André",Cayatte, Andre
59219,"Cecchi D'Amico, Suso",Cecchi D'Amico, Suso
59224,"Cecchi, Emilio",Cecchi, Emilio
59285,"Cedeno, Michael (I)",Cedeno, Michael
59315,Cedric the Entertainer,,
59528,"Centeno-Rodriguez, Ravel",Centeno-Rodriguez, Ravel
59582,"Cerami, Vincenzo",Cerami, Vincenzo
59590,"Ceraso, Chris",Ceraso, Chris
59604,"Cercone, Janus",Cercone, Janus
59753,"Cerrone, Mike",Cerrone, Mike
59872,"Cesario, Jeff",Cesario, Jeff
59951,"Cha, Louis",Cha, Louis
59974,"Chabon, Michael",Chabon, Michael
59994,"Chabriel, Joan Claire",Chabriel, Joan Claire
59998,"Chabrol, Claude",Chabrol, Claude
60058,"Chadha, Gurinder",Chadha, Gurinder
60160,"Chaiken, Ilene",Chaiken, Ilene
60194,"Chaiton, Sam",Chaiton, Sam
60318,"Chalopin, Jean",Chalopin, Jean
60383,"Chamberlin, Doug (II)",Chamberlin, Doug
60567,"Champion, John C.",Champion, John C 
60579,"Champnella, Eric",Champnella, Eric
60665,"Chan, Gordon",Chan, Gordon
60678,"Chan, Jackie (I)",Chan, Jackie
60763,"Chan, Teddy (I)",Chan, Teddy
60844,"Chandlee, Harry",Chandlee, Harry
60857,"Chandler, Elizabeth (I)",Chandler, Elizabeth
60859,"Chandler, Evan (I)",Chandler, Evan
60887,"Chandler, Raymond",Chandler, Raymond
61168,"Chanslor, Roy",Chanslor, Roy
61246,"Chapin, Anna Alice",Chapin, Anna Alice
61272,"Chaplin, Charles",Chaplin, Charles
61283,"Chaplin, Paul (I)",Chaplin, Paul
61296,"Chapman, Andrew (I)",Chapman, Andrew
61302,"Chapman, Brenda (I)",Chapman, Brenda
61330,"Chapman, Graham",Chapman, Graham
61365,"Chapman, Matthew (I)",Chapman, Matthew
61383,"Chapman, Richard (I)",Chapman, Richard
61387,"Chapman, Robin (I)",Chapman, Robin
61398,"Chapman, Vera",Chapman, Vera
61435,"Chappelle, Dave",Chappelle, Dave
61444,"Chapple, Geoff",Chapple, Geoff
61594,"Charles, Glen",Charles, Glen
61607,"Charles, Les",Charles, Les
61638,"Charles-Williams, Liz",Charles-Williams, Liz
61743,"Charrière, Henri",Charriere, Henri
61758,"Charteris, Leslie",Charteris, Leslie
61825,"Chase, Borden",Chase, Borden
61847,"Chase, James Hadley",Chase, James Hadley
61859,"Chase, Mary (I)",Chase, Mary
61868,"Chase, Peter (I)",Chase, Peter
61896,"Chaskin, David",Chaskin, David
61967,"Chatrian, Alexandre",Chatrian, Alexandre
62169,"Chavance, Louis",Chavance, Louis
62268,"Chayefsky, Paddy",Chayefsky, Paddy
62319,"Cheavens, Martha",Cheavens, Martha
62342,"Cheda, Mike",Cheda, Mike
62409,"Chekhov, Anton",Chekhov, Anton
62410,"Chekhov, Ivan",Chekhov, Ivan
62448,"Chelsom, Peter",Chelsom, Peter
62480,"Chen, Baichen",Chen, Baichen
62563,"Chen, Jianyu",Chen, Jianyu
62573,"Chen, Joan (I)",Chen, Joan
62577,"Chen, Kaige",Chen, Kaige
62650,"Chen, Wengui",Chen, Wengui
62928,"Chernoff, Joel",Chernoff, Joel
62943,"Chernuchin, Michael S.",Chernuchin, Michael S 
62944,"Chernus, Sonia",Chernus, Sonia
62963,"Cherot, Christopher Scott",Cherot, Christopher Scott
63188,"Cheung, Tung Cho 'Joe'",Cheung, Tung Cho  Joe 
63223,"Chevallier, François",Chevallier, Francois
63248,"Chevillat, Dick",Chevillat, Dick
63632,"Child, Lincoln",Child, Lincoln
63656,"Childress, Helen",Childress, Helen
63661,"Childress, Mark",Childress, Mark
63789,"Chin, Stephen (I)",Chin, Stephen
64150,"Cho, Margaret",Cho, Margaret
64189,"Chodorov, Edward",Chodorov, Edward
64385,"Cholodenko, Lisa",Cholodenko, Lisa
64389,"Cholot, Pierre",Cholot, Pierre
64433,"Chong, Tommy",Chong, Tommy
64523,"Chosson, Pierre",Chosson, Pierre
65010,"Christie, Dick (I)",Christie, Dick
65134,"Christopher, Mark (I)",Christopher, Mark
65340,"Chudnow, Dick",Chudnow, Dick
65474,"Chung, Peter",Chung, Peter
65582,"Chute, Carolyn",Chute, Carolyn
65640,"Chéreau, Patrice",Chereau, Patrice
65880,"Cilauro, Santo",Cilauro, Santo
65928,"Cimino, Michael (I)",Cimino, Michael
66168,"Cistheri, Raymond",Cistheri, Raymond
66305,"Clair, René",Clair, Rene
66356,"Clancy, Tom (I)",Clancy, Tom
66461,"Clark, Bob (III)",Clark, Bob
66658,"Clark, Larry (I)",Clark, Larry
66835,"Clarke, Arthur C.",Clarke, Arthur C 
66930,"Clarke, Mary Ruth",Clarke, Mary Ruth
66954,"Clarke, Robert (I)",Clarke, Robert
67116,"Clavell, James",Clavell, James
67131,"Clavier, Christian",Clavier, Christian
67144,"Clawson, Elliott J.",Clawson, Elliott J 
67305,"Cleese, John",Cleese, John
67347,"Clemens, Brian",Clemens, Brian
67370,"Clement, Dick",Clement, Dick
67455,"Clements, Ron",Clements, Ron
67472,"Clemmons, Larry",Clemmons, Larry
67540,"Cleveland, Rick (I)",Cleveland, Rick
67569,"Cleworth, Eric",Cleworth, Eric
67601,"Clifford, John (II)",Clifford, John
67632,"Clifton, Patrick J.",Clifton, Patrick J 
67686,"Clive, Harry",Clive, Harry
67705,"Clokey, Art",Clokey, Art
67706,"Clokey, Gloria",Clokey, Gloria
67767,"Clouse, James",Clouse, James
67788,"Clouzot, Henri-Georges",Clouzot, Henri-Georges
67882,"Clément, René",Clement, Rene
67980,"Cobb, Humphrey",Cobb, Humphrey
68069,"Coburn, Randy Sue",Coburn, Randy Sue
68130,"Cochran, Stacy",Cochran, Stacy
68160,"Cockburn, Andrew (I)",Cockburn, Andrew
68163,"Cockburn, Leslie (I)",Cockburn, Leslie
68197,"Cocks, Jay",Cocks, Jay
68254,"Cody, Bill (II)",Cody, Bill
68346,"Coen, Ethan",Coen, Ethan
68347,"Coen, Franklin",Coen, Franklin
68351,"Coen, Joel",Coen, Joel
68354,"Coencas, Joseph",Coencas, Joseph
68374,"Coffee, Lenore J.",Coffee, Lenore J 
68541,"Cohen, Albert J.",Cohen, Albert J 
68567,"Cohen, Barney (I)",Cohen, Barney
68584,"Cohen, Catherine (I)",Cohen, Catherine
68618,"Cohen, David (III)",Cohen, David
68628,"Cohen, David Aaron",Cohen, David Aaron
68636,"Cohen, David Steven",Cohen, David Steven
68648,"Cohen, Eli (I)",Cohen, Eli
68720,"Cohen, Joel (I)",Cohen, Joel
68757,"Cohen, Larry (I)",Cohen, Larry
68762,"Cohen, Lawrence D.",Cohen, Lawrence D 
68767,"Cohen, Lester (II)",Cohen, Lester
68790,"Cohen, Max (I)",Cohen, Max
68836,"Cohen, Peter M.",Cohen, Peter M 
68864,"Cohen, Rudy",Cohen, Rudy
68885,"Cohen, Steve (VI)",Cohen, Steve
69117,"Coldeway, Anthony",Coldeway, Anthony
69145,"Cole, Brandon (I)",Cole, Brandon
69234,"Cole, Lester (I)",Cole, Lester
69325,"Coleman, Ann (II)",Coleman, Ann
69469,Colette (I),,
69504,"Colicchio, Victor",Colicchio, Victor
69506,"Colick, Lewis",Colick, Lewis
69591,"Collard, Cyril",Collard, Cyril
69615,"Colleary, Michael",Colleary, Michael
69697,"Collier, Constance",Collier, Constance
69708,"Collier, John (I)",Collier, John
69816,"Collins, Dale (I)",Collins, Dale
69950,"Collins, Richard (II)",Collins, Richard
70036,"Collodi, Carlo",Collodi, Carlo
70237,"Colton, John (I)",Colton, John
70275,"Columbus, Chris",Columbus, Chris
70342,"Comas Gil, Jaime",Comas Gil, Jaime
70390,"Comden, Betty",Comden, Betty
70504,"Compagnon, Brune",Compagnon, Brune
70508,"Companeez, Nina",Companeez, Nina
70512,"Companéez, Jacques",Companeez, Jacques
70588,"Conan Doyle, Arthur",Conan Doyle, Arthur
70650,"Conde, Nicholas",Conde, Nicholas
70678,"Condo, George",Condo, George
70687,"Condon, Bill",Condon, Bill
70701,"Condon, Richard (I)",Condon, Richard
70796,"Coninx, Stijn",Coninx, Stijn
70811,"Conkling, Chris",Conkling, Chris
70846,"Conlin, Richard",Conlin, Richard
70858,"Conlon, Gerry",Conlon, Gerry
70883,"Connaughton, Shane",Connaughton, Shane
70892,"Connell, Del",Connell, Del
70912,"Connell, Myles",Connell, Myles
70916,"Connell, Richard (I)",Connell, Richard
70938,"Connelly, Joe (I)",Connelly, Joe
70939,"Connelly, Joe (II)",Connelly, Joe
70951,"Connelly, Theresa",Connelly, Theresa
71016,"Connolly, Jon",Connolly, Jon
71028,"Connolly, Myles (I)",Connolly, Myles
71140,"Conrad, Chris (I)",Conrad, Chris
71162,"Conrad, Joseph (I)",Conrad, Joseph
71166,"Conrad, Mikel",Conrad, Mikel
71225,"Conroy, Pat",Conroy, Pat
71376,"Conte, Robert (I)",Conte, Robert
71443,"Contreras, Ernie",Contreras, Ernie
71629,"Cook, David (I)",Cook, David
71640,"Cook, Douglas (I)",Cook, Douglas
71711,"Cook, Lorna",Cook, Lorna
71748,"Cook, Robin (I)",Cook, Robin
71769,"Cook, Tommy (I)",Cook, Tommy
71779,"Cook, Whitfield",Cook, Whitfield
71994,"Cooper, Barry Michael",Cooper, Barry Michael
72048,"Cooper, Dennis (III)",Cooper, Dennis
72071,"Cooper, George A. (I)",Cooper, George A 
72079,"Cooper, Helen (I)",Cooper, Helen
72102,"Cooper, James Fenimore",Cooper, James Fenimore
72154,"Cooper, Merian C.",Cooper, Merian C 
72172,"Cooper, Paul W.",Cooper, Paul W 
72234,"Cooper, Wyllis",Cooper, Wyllis
72262,"Coover, Robert",Coover, Robert
72354,"Copp, Rick",Copp, Rick
72362,"Coppel, Alec",Coppel, Alec
72405,"Coppola, Francis Ford",Coppola, Francis Ford
72418,"Coppola, Sofia",Coppola, Sofia
72482,"Corben, Richard",Corben, Richard
72524,"Corbiau, Andrée",Corbiau, Andree
72525,"Corbiau, Gérard",Corbiau, Gerard
72758,"Coriat, Laurence",Coriat, Laurence
72774,"Cork, John",Cork, John
72805,"Corley, David L.",Corley, David L 
72817,"Corman, Avery",Corman, Avery
72823,"Corman, Roger",Corman, Roger
72906,"Cornell, John (I)",Cornell, John
73057,"Corr, Eugene",Corr, Eugene
73193,"Corrente, Michael",Corrente, Michael
73209,"Corrigan, Kevin (I)",Corrigan, Kevin
73225,"Corrington, John William",Corrington, John William
73226,"Corrington, Joyce Hooper",Corrington, Joyce Hooper
73416,"Cortázar, Julio (I)",Cortazar, Julio
73487,"Corwin, Norman",Corwin, Norman
73507,"Cosby, Christopher",Cosby, Christopher
73512,"Coscarelli, Don",Coscarelli, Don
73518,"Coscia, Marcello",Coscia, Marcello
73587,"Cosmos, Jean",Cosmos, Jean
73949,"Coto, Manny",Coto, Manny
73990,"Cotter, John (I)",Cotter, John
74044,"Cottrell Boyce, Frank",Cottrell Boyce, Frank
74052,"Cottrell, William (I)",Cottrell, William
74072,"Couch, Chuck (I)",Couch, Chuck
74341,"Cousin, Pascal",Cousin, Pascal
74463,"Covan, Morton",Covan, Morton
74506,"Covert, Michael (III)",Covert, Michael
74585,"Cowan, Sada",Cowan, Sada
74593,"Coward, Noel",Coward, Noel
74602,"Cowden, Jack",Cowden, Jack
74695,"Cox, Alex (I)",Cox, Alex
74766,"Cox, Jim (II)",Cox, Jim
74951,"Crabbe, Peter",Crabbe, Peter
74993,"Craft, Michael (I)",Craft, Michael
75044,"Craig, H.A.L.",Craig, H A L 
75064,"Craig, Laurie",Craig, Laurie
75130,"Cram, Mildred",Cram, Mildred
75316,"Craven, Frank (I)",Craven, Frank
75331,"Craven, Wes",Craven, Wes
75342,"Craviotto, Darlene",Craviotto, Darlene
75369,"Crawford, Christina (I)",Crawford, Christina
75533,"Creedon, Richard",Creedon, Richard
75545,"Creelman, James Ashmore",Creelman, James Ashmore
75668,"Cresson, James",Cresson, James
75675,"Cresswell, John (I)",Cresswell, John
75761,"Crichton, Charles",Crichton, Charles
75766,"Crichton, Kyle (I)",Crichton, Kyle
75767,"Crichton, Michael",Crichton, Michael
75865,"Crispino, Armando",Crispino, Armando
75919,"Cristofer, Michael",Cristofer, Michael
75942,"Critchlow, Keith",Critchlow, Keith
76005,"Crocker, Harry",Crocker, Harry
76063,"Croghan, Emma-Kate",Croghan, Emma-Kate
76066,"Croise, Hugh",Croise, Hugh
76084,"Cromar, Ken",Cromar, Ken
76141,"Cronenberg, David",Cronenberg, David
76143,"Croner, Karen",Croner, Karen
76182,"Cronley, Jay",Cronley, Jay
76187,"Cronyn, Hume",Cronyn, Hume
76281,"Cross, Alison (I)",Cross, Alison
76286,"Cross, Beverley",Cross, Beverley
76421,"Crouch, Paul (I)",Crouch, Paul
76436,"Crouse, Russel",Crouse, Russel
76489,"Crowdy, Mark",Crowdy, Mark
76496,"Crowe, Cameron (I)",Crowe, Cameron
76498,"Crowe, Christopher",Crowe, Christopher
76548,"Crowley, Mart",Crowley, Mart
76578,"Crowther, John (IV)",Crowther, John
76626,"Cruickshank, Jim",Cruickshank, Jim
76636,"Cruise, Tom",Cruise, Tom
76690,"Crutcher, Chris",Crutcher, Chris
76891,"Cryer, Jon",Cryer, Jon
76895,"Crystal, Billy",Crystal, Billy
76919,"Cs. Nagy, Sándor",Cs. Nagy, Sandor
76978,"Csupo, Gabor",Csupo, Gabor
77044,"Cube, Ice",Cube, Ice
77112,"Cudworth, Tom",Cudworth, Tom
77159,"Cuerda, José Luis",Cuerda, Jose Luis
77371,"Cullen, Theresa",Cullen, Theresa
77594,"Cundieff, Rusty",Cundieff, Rusty
77710,"Cunningham, Jere",Cunningham, Jere
77719,"Cunningham, John W.",Cunningham, John W 
77732,"Cunningham, Lowell",Cunningham, Lowell
77762,"Cunningham, Sean S.",Cunningham, Sean S 
77870,"Curiel, Federico",Curiel, Federico
77985,"Currie, Sheldon",Currie, Sheldon
77990,"Currier, Lauren",Currier, Lauren
77991,"Currier, Lavinia (I)",Currier, Lavinia
78059,"Curtin, Valerie",Curtin, Valerie
78075,"Curtis, Dan (I)",Curtis, Dan
78095,"Curtis, Jamie",Curtis, Jamie
78130,"Curtis, Nathaniel",Curtis, Nathaniel
78136,"Curtis, Richard (I)",Curtis, Richard
78147,"Curtis-Hall, Vondie",Curtis-Hall, Vondie
78153,"Curtiss, Ursula",Curtiss, Ursula
